interaction_id,user_id,video_completion,quiz_attempted,drop_out
178,801,0,False,True
179,958,0,False,False
180,662,25,True,False
181,365,0,False,False
182,669,75,False,False
183,728,100,False,False
184,260,50,True,False
185,434,100,False,False
186,972,100,True,False
187,612,75,False,False
188,122,100,True,False
189,644,100,True,False
190,517,75,False,False
191,979,75,True,False
192,745,0,False,False
193,679,100,False,False
194,569,25,False,False
195,543,25,True,False
196,519,25,True,False
197,12,75,True,False
198,10,100,False,False
199,157,0,False,False
200,725,100,False,True
201,141,25,False,False
202,983,50,True,True
203,639,25,True,True
204,710,75,True,False
205,927,100,True,False
206,137,75,True,True
207,691,0,True,False
208,600,100,True,False
209,400,100,True,True
210,443,100,False,False
211,442,50,False,False
212,267,100,True,False
213,676,50,True,False
214,761,100,True,False
215,513,25,False,False
216,277,0,True,False
217,684,100,True,False
218,356,75,True,False
219,933,25,True,False
220,774,75,True,False
221,654,75,True,False
222,93,50,False,False
223,641,0,False,False
224,136,75,False,False
225,111,25,False,False
226,44,0,False,False
227,891,25,False,True
228,211,75,True,False
229,343,0,False,False
230,359,100,True,False
231,361,75,False,False
232,331,75,True,False
233,411,50,False,False
234,759,25,True,False
235,508,100,False,True
236,232,0,False,False
237,804,75,True,False
238,170,75,False,False
239,404,100,False,True
240,234,75,False,False
241,520,25,True,False
242,302,0,True,False
243,100,100,True,False
244,253,100,True,False
245,308,50,False,False
246,794,0,True,False
247,803,100,False,False
248,700,75,False,False
249,387,0,False,False
250,123,25,False,False
251,132,100,True,False
252,236,25,False,False
253,221,100,False,False
254,62,75,False,False
255,832,50,True,False
256,690,75,False,False
257,732,25,False,False
258,403,0,False,True
259,171,25,False,True
260,476,50,False,False
261,594,100,True,False
262,14,100,True,False
263,270,25,False,False
264,54,0,False,False
265,413,100,False,False
266,131,100,True,False
267,610,50,False,False
268,713,50,False,False
269,872,0,False,False
270,773,100,False,True
271,733,75,False,False
272,517,25,False,False
273,629,100,True,True
274,301,25,False,False
275,704,100,False,False
276,960,50,False,False
277,939,0,True,False
278,427,75,False,False
279,116,50,True,False
280,236,0,True,False
281,563,50,True,False
282,13,25,False,False
283,218,100,False,False
284,329,50,True,False
285,68,0,False,True
286,743,100,False,False
287,991,25,False,False
288,837,25,True,False
289,391,75,True,False
290,92,100,False,False
291,104,25,False,True
292,590,50,False,False
293,984,25,True,False
294,426,25,False,False
295,614,25,True,False
296,773,75,True,False
297,943,0,True,False
298,304,25,False,False
299,379,0,False,True
300,738,100,True,False
301,348,0,False,False
302,175,100,False,False
303,392,75,False,True
304,405,100,True,False
305,88,100,False,True
306,630,50,False,False
307,792,75,True,False
308,653,25,True,False
309,625,75,True,False
310,911,50,False,False
311,249,100,False,False
312,366,75,False,False
313,89,50,True,False
314,877,25,False,False
315,821,100,True,False
316,732,75,False,False
317,999,75,False,True
318,456,100,False,False
319,415,75,False,False
320,455,100,False,False
321,563,50,True,False
322,511,100,False,False
323,175,25,False,False
324,935,100,True,False
325,209,75,False,True
326,629,100,True,False
327,313,100,False,False
328,946,100,True,True
329,371,25,True,False
330,313,25,True,False
331,803,75,False,False
332,504,75,True,False
333,86,100,False,False
334,647,0,False,False
335,821,50,True,False
336,266,100,True,False
337,220,50,False,False
338,295,25,True,False
339,698,75,True,False
340,506,0,False,True
341,989,75,True,False
342,163,25,True,False
343,127,100,True,False
344,827,25,True,False
345,117,0,False,False
346,406,100,True,False
347,649,100,False,False
348,768,0,False,False
349,356,75,False,False
350,776,100,True,False
351,990,75,False,True
352,222,50,False,False
353,376,0,True,False
354,314,50,False,False
355,895,100,True,False
356,863,0,True,False
357,150,100,False,False
358,236,0,True,False
359,863,75,False,False
360,168,25,True,False
361,495,25,False,False
362,412,0,False,True
363,942,50,True,False
364,69,0,False,False
365,721,75,False,True
366,564,50,True,False
367,267,0,True,False
368,150,0,True,False
369,815,100,False,False
370,857,75,True,True
371,525,75,False,False
372,382,25,True,True
373,612,100,False,True
374,374,50,True,False
375,685,25,False,False
376,506,75,True,False
377,237,0,True,False
378,587,100,True,False
379,325,75,True,False
380,889,75,True,False
381,250,100,True,True
382,590,75,False,False
383,790,25,True,True
384,451,100,True,False
385,754,75,True,True
386,931,75,True,False
387,928,100,False,False
388,422,0,True,False
389,826,50,False,False
390,936,100,False,False
391,216,0,True,False
392,732,75,False,True
393,21,25,False,False
394,305,75,True,False
395,353,75,True,False
396,604,0,False,False
397,807,100,False,False
398,445,50,False,False
399,612,50,False,True
400,266,100,False,False
401,997,100,True,False
402,168,25,True,False
403,58,100,True,False
404,601,25,False,True
405,685,100,False,True
406,657,25,False,False
407,633,100,False,False
408,757,100,True,False
409,324,50,True,False
410,266,75,False,False
411,885,75,True,False
412,62,25,True,False
413,89,0,False,False
414,416,50,False,False
415,584,100,False,False
416,682,50,True,False
417,685,0,True,False
418,76,50,False,False
419,405,0,True,False
420,365,0,False,True
421,923,0,True,False
422,896,0,True,False
423,670,0,True,False
424,842,100,False,False
425,725,50,False,False
426,385,75,False,True
427,9,75,True,False
428,515,100,False,False
429,369,25,True,False
430,309,0,True,False
431,170,50,False,False
432,147,0,True,False
433,518,0,True,False
434,903,75,True,False
435,683,0,True,False
436,80,50,True,True
437,804,50,False,False
438,452,75,False,False
439,466,100,False,False
440,736,75,True,False
441,864,75,False,False
442,978,0,True,False
443,807,25,True,False
444,555,100,True,True
445,933,100,True,False
446,757,100,False,True
447,412,0,True,False
448,562,75,False,False
449,295,0,False,False
450,130,50,False,False
451,893,25,False,False
452,764,25,True,False
453,165,0,True,False
454,613,75,True,False
455,883,100,True,False
456,450,50,False,False
457,787,50,True,True
458,507,25,True,False
459,69,75,True,False
460,556,100,True,False
461,909,25,False,False
462,662,75,True,False
463,500,100,True,True
464,135,0,False,False
465,898,75,True,False
466,830,50,True,False
467,502,75,True,False
468,974,75,True,False
469,345,75,False,False
470,730,100,False,False
471,901,100,True,False
472,660,0,True,False
473,638,0,False,False
474,761,100,True,True
475,54,100,True,False
476,332,25,True,False
477,959,75,False,False
478,420,75,False,False
479,735,50,False,False
480,721,100,False,False
481,656,100,False,False
482,313,0,False,False
483,832,0,True,False
484,138,75,True,True
485,355,75,False,False
486,502,100,False,False
487,225,75,True,False
488,614,100,False,True
489,99,50,False,False
490,307,50,False,False
491,795,25,True,False
492,391,0,False,False
493,91,25,True,False
494,809,50,True,False
495,374,75,True,True
496,204,0,True,False
497,894,0,True,False
498,750,25,True,True
499,609,0,False,True
500,633,50,False,True
501,909,75,True,False
502,117,25,False,False
503,66,75,False,False
504,131,25,False,True
505,779,100,False,False
506,901,0,False,False
507,828,100,False,False
508,386,0,False,False
509,92,100,True,False
510,77,75,False,False
511,750,50,False,False
512,252,25,True,False
513,739,0,True,False
514,872,25,True,False
515,320,50,False,False
516,653,100,True,False
517,54,75,True,False
518,652,25,True,False
519,658,100,True,False
520,786,0,False,False
521,145,25,False,False
522,679,25,False,False
523,86,0,True,False
524,141,50,False,False
525,45,100,False,False
526,640,25,False,False
527,870,100,False,False
528,117,75,False,False
529,147,100,False,False
530,984,100,False,False
531,659,0,True,True
532,21,100,True,False
533,536,50,False,True
534,158,100,False,False
535,476,75,True,False
536,48,100,False,False
537,419,0,False,True
538,110,75,False,False
539,571,0,True,True
540,998,50,True,False
541,529,50,True,False
542,304,0,False,False
543,482,50,True,True
544,567,0,False,True
545,137,25,True,False
546,77,100,True,True
547,270,25,True,False
548,922,50,True,False
549,692,0,True,False
550,85,0,False,False
551,812,0,False,False
552,468,0,False,False
553,651,100,False,False
554,819,75,False,False
555,682,25,True,False
556,242,50,True,False
557,958,0,False,False
558,931,25,False,False
559,64,75,False,True
560,240,25,False,True
561,95,50,True,True
562,658,0,True,True
563,398,50,False,False
564,888,0,False,False
565,49,75,True,True
566,453,50,True,True
567,145,25,False,False
568,917,75,True,False
569,398,50,False,False
570,771,0,True,False
571,671,75,False,False
572,729,0,True,True
573,303,100,False,False
574,428,25,True,False
575,17,0,False,False
576,986,50,True,False
577,81,100,True,False
578,184,75,False,False
579,467,50,False,False
580,283,75,False,False
581,71,100,True,False
582,90,50,True,True
583,709,0,False,True
584,642,50,False,False
585,592,25,False,False
586,958,0,True,False
587,365,25,False,False
588,203,50,False,False
589,231,50,True,False
590,599,75,False,False
591,739,50,True,False
592,6,0,True,False
593,357,25,True,False
594,449,100,False,False
595,737,25,True,False
596,146,75,True,False
597,55,100,False,False
598,67,100,True,True
599,697,50,True,False
600,147,75,False,False
601,586,75,True,False
602,980,50,False,False
603,651,0,True,False
604,736,50,True,False
605,232,75,False,True
606,468,100,True,False
607,695,0,False,False
608,96,75,False,False
609,491,75,True,False
610,933,50,False,False
611,854,25,True,True
612,248,75,True,False
613,132,25,False,False
614,525,0,True,True
615,70,100,True,False
616,349,25,True,False
617,442,25,True,False
618,256,25,True,False
619,386,25,True,False
620,505,25,True,False
621,700,0,False,True
622,601,75,True,True
623,416,100,False,False
624,319,75,False,True
625,316,0,False,False
626,666,0,True,False
627,986,25,False,False
628,998,0,True,False
629,662,0,False,True
630,330,25,False,False
631,983,0,True,True
632,132,0,False,False
633,144,0,False,False
634,247,50,True,False
635,63,75,True,False
636,682,50,True,False
637,929,75,True,False
638,909,25,False,False
639,814,25,True,True
640,503,75,True,False
641,236,75,False,False
642,397,100,False,False
643,801,75,False,False
644,123,75,True,True
645,270,25,True,False
646,8,25,False,True
647,730,0,False,True
648,342,0,True,False
649,686,25,True,False
650,638,0,True,False
651,897,50,False,True
652,315,50,False,False
653,828,0,False,False
654,561,0,True,False
655,336,75,True,False
656,748,75,False,False
657,861,50,False,False
658,829,50,True,False
659,256,75,False,False
660,116,75,True,False
661,791,75,True,False
662,389,0,True,False
663,85,25,True,False
664,632,50,False,False
665,896,100,True,False
666,50,75,False,False
667,164,0,False,True
668,148,50,True,False
669,555,75,False,False
670,136,0,False,False
671,758,50,False,False
672,218,50,False,False
673,937,100,False,False
674,506,100,True,False
675,793,50,False,False
676,372,0,True,True
677,234,75,False,False
678,775,75,True,False
679,115,50,False,True
680,854,75,False,False
681,189,100,False,False
682,417,75,True,False
683,197,25,True,False
684,550,100,False,False
685,524,100,True,False
686,636,50,True,False
687,556,50,False,False
688,821,75,True,False
689,14,75,False,False
690,967,50,True,False
691,860,0,True,False
692,564,75,True,False
693,245,0,True,False
694,692,100,False,False
695,302,25,True,False
696,464,0,True,False
697,937,75,False,False
698,642,50,False,False
699,433,50,False,False
700,991,25,False,False
701,612,25,True,False
702,462,100,True,False
703,878,0,True,False
704,284,25,False,True
705,623,100,False,False
706,800,100,True,False
707,604,100,False,True
708,588,75,False,False
709,717,25,True,False
710,534,50,True,False
711,682,100,False,False
712,368,50,False,False
713,157,75,True,False
714,734,0,True,False
715,463,75,False,False
716,872,75,True,False
717,580,25,True,False
718,161,100,False,False
719,174,75,False,True
720,905,100,False,True
721,499,50,True,True
722,550,0,False,False
723,336,0,False,False
724,26,50,False,False
725,766,25,False,False
726,504,50,False,False
727,299,50,True,False
728,437,25,False,False
729,795,25,False,True
730,759,75,True,False
731,11,100,False,False
732,238,0,True,False
733,619,25,True,False
734,410,25,False,False
735,334,75,False,False
736,313,75,True,False
737,1,100,False,False
738,523,25,False,True
739,670,25,False,False
740,88,75,False,False
741,242,50,False,False
742,132,100,True,False
743,598,25,True,False
744,622,0,True,True
745,328,0,True,True
746,111,75,True,False
747,720,0,True,False
748,289,75,False,False
749,417,50,False,False
750,74,75,True,False
751,834,25,True,False
752,761,0,False,False
753,108,25,False,False
754,516,0,False,False
755,727,0,True,False
756,691,75,True,False
757,667,100,False,False
758,801,0,True,False
759,737,0,True,True
760,105,100,False,False
761,382,25,False,False
762,596,0,False,False
763,77,75,True,False
764,203,100,False,False
765,851,100,True,True
766,501,0,False,False
767,241,25,False,False
768,800,25,False,False
769,707,50,False,False
770,372,50,True,False
771,205,75,False,False
772,412,0,False,True
773,214,25,False,False
774,441,50,True,True
775,531,0,False,True
776,671,0,True,False
777,212,25,False,False
778,53,0,True,False
779,511,100,True,False
780,88,50,True,False
781,672,75,True,False
782,9,50,True,False
783,691,0,True,True
784,83,100,False,False
785,663,50,True,False
786,25,25,True,False
787,225,100,False,False
788,497,50,True,False
789,430,0,True,False
790,428,25,False,False
791,194,0,False,False
792,118,0,False,False
793,835,25,False,True
794,895,100,True,False
795,924,50,True,False
796,760,100,True,False
797,997,25,False,False
798,995,50,False,True
799,78,25,False,True
800,152,75,False,False
801,56,75,True,False
802,818,100,False,True
803,357,25,False,False
804,259,50,True,False
805,535,100,False,False
806,674,75,False,False
807,777,75,True,False
808,594,75,False,False
809,571,100,False,False
810,578,50,True,False
811,406,75,False,False
812,115,100,False,False
813,803,100,True,False
814,927,0,True,False
815,474,0,False,True
816,754,50,True,False
817,334,75,True,False
818,621,0,False,False
819,816,50,False,False
820,309,0,False,False
821,988,75,False,False
822,331,100,True,False
823,544,75,True,False
824,725,0,False,False
825,983,75,True,False
826,504,100,False,False
827,88,25,False,False
828,908,100,True,False
829,574,0,False,False
830,3,100,False,False
831,774,50,True,False
832,383,75,False,False
833,624,25,False,False
834,524,25,True,False
835,565,75,False,False
836,148,75,False,False
837,506,50,False,False
838,646,100,False,False
839,84,25,False,False
840,398,0,False,False
841,184,75,True,False
842,169,75,False,False
843,561,25,False,False
844,108,75,False,False
845,193,25,True,False
846,852,0,True,False
847,214,0,False,False
848,360,25,False,False
849,95,75,False,False
850,543,50,True,False
851,156,50,True,False
852,524,100,True,False
853,272,50,True,False
854,737,75,False,False
855,163,50,False,False
856,556,100,False,True
857,836,0,True,False
858,906,25,True,False
859,738,50,True,False
860,765,25,False,False
861,745,25,True,False
862,771,0,False,False
863,799,100,True,False
864,180,75,True,False
865,223,75,False,False
866,116,75,True,False
867,961,100,False,False
868,5,100,True,False
869,773,100,True,True
870,66,50,False,False
871,527,25,True,False
872,449,100,True,False
873,149,100,False,True
874,101,50,True,False
875,967,25,False,False
876,267,75,False,True
877,730,0,False,False
878,554,100,True,True
879,66,100,False,False
880,350,0,True,False
881,829,100,False,False
882,828,100,False,False
883,910,100,True,False
884,120,0,False,True
885,245,50,False,False
886,389,50,False,False
887,287,0,True,False
888,48,50,False,False
889,800,75,True,False
890,825,75,True,False
891,767,0,True,True
892,418,25,True,False
893,970,100,True,True
894,351,25,False,False
895,155,100,False,False
896,338,50,False,False
897,261,50,True,False
898,529,75,False,False
899,203,25,False,False
900,965,0,False,False
901,885,100,True,False
902,440,50,False,False
903,166,100,False,True
904,379,0,True,False
905,438,100,False,False
906,48,75,False,True
907,229,0,True,False
908,725,0,True,True
909,728,100,True,False
910,990,100,True,True
911,976,50,False,False
912,817,100,True,False
913,681,0,False,False
914,22,100,True,True
915,953,50,True,False
916,962,25,True,False
917,275,75,False,False
918,113,0,False,False
919,869,50,False,True
920,898,75,False,False
921,715,100,True,False
922,545,100,True,False
923,969,25,True,False
924,955,100,False,False
925,89,75,False,False
926,646,50,True,False
927,11,25,True,True
928,27,75,False,False
929,456,50,False,False
930,941,75,True,False
931,31,100,True,False
932,603,75,True,False
933,447,25,False,False
934,428,75,False,False
935,681,0,True,False
936,559,100,True,True
937,965,75,True,False
938,591,50,False,False
939,514,100,False,False
940,399,50,True,False
941,991,25,True,False
942,532,0,True,False
943,387,75,False,False
944,618,100,False,True
945,807,75,False,False
946,330,75,False,False
947,602,100,True,False
948,138,0,True,False
949,680,0,False,False
950,653,25,False,True
951,725,100,False,False
952,482,100,True,False
953,300,50,False,False
954,32,50,True,False
955,457,50,True,False
956,542,0,True,False
957,385,25,False,False
958,821,25,False,False
959,332,75,False,False
960,44,25,False,False
961,547,50,True,False
962,984,100,True,False
963,424,75,False,False
964,45,0,True,False
965,956,25,True,False
966,380,100,False,False
967,497,50,False,False
968,884,0,True,False
969,892,0,False,False
970,959,25,True,True
971,138,100,False,False
972,559,50,True,False
973,408,50,False,False
974,185,50,True,False
975,489,50,False,False
976,18,25,False,False
977,697,25,False,False
978,72,100,True,False
979,635,75,False,False
980,942,25,False,False
981,171,50,True,False
982,77,100,False,False
983,400,50,True,False
984,910,25,True,False
985,521,100,True,False
986,201,50,True,False
987,755,75,True,False
988,581,0,True,False
989,239,0,False,False
990,317,50,True,False
991,523,0,False,False
992,915,75,True,False
993,320,75,False,False
994,550,50,True,False
995,522,75,True,False
996,528,0,False,False
997,477,50,False,False
998,325,0,True,False
999,466,75,True,False
1000,755,75,False,False
1001,759,100,False,False
1002,42,25,True,False
1003,234,25,True,True
1004,556,50,False,True
1005,437,0,True,False
1006,931,25,True,False
1007,676,50,False,True
1008,662,75,False,False
1009,280,25,True,False
1010,204,0,True,True
1011,743,100,False,False
1012,908,100,False,False
1013,803,25,False,True
1014,306,100,False,False
1015,851,50,False,False
1016,997,0,True,False
1017,846,75,False,True
1018,983,0,False,False
1019,510,75,False,False
1020,296,100,True,False
1021,22,50,True,False
1022,687,75,False,False
1023,242,100,True,False
1024,843,75,False,False
1025,578,25,False,False
1026,394,0,False,False
1027,427,50,True,False
1028,453,100,True,False
1029,507,50,True,False
1030,606,0,False,False
1031,213,75,True,False
1032,241,75,False,False
1033,993,50,True,False
1034,409,75,False,False
1035,622,75,False,False
1036,559,75,True,False
1037,903,25,False,False
1038,872,100,True,True
1039,668,100,False,False
1040,592,0,False,False
1041,45,75,True,False
1042,869,50,False,False
1043,707,75,False,False
1044,237,0,False,False
1045,723,75,False,False
1046,780,25,True,False
1047,595,0,True,False
1048,113,100,True,False
1049,779,100,False,False
1050,507,25,True,True
1051,643,100,True,False
1052,829,25,False,False
1053,450,100,False,True
1054,568,100,True,False
1055,890,75,True,True
1056,750,0,False,False
1057,538,100,False,False
1058,854,0,False,False
1059,757,0,False,False
1060,209,100,True,False
1061,290,0,True,True
1062,498,25,False,False
1063,183,50,False,False
1064,719,25,True,True
1065,716,100,True,True
1066,400,25,True,False
1067,208,50,True,False
1068,423,25,False,False
1069,390,0,True,False
1070,366,100,False,False
1071,584,0,False,True
1072,436,0,True,False
1073,921,100,False,True
1074,312,100,False,False
1075,339,75,False,False
1076,147,50,False,False
1077,716,0,True,False
1078,457,0,True,False
1079,861,100,True,False
1080,411,100,False,False
1081,645,25,False,False
1082,282,0,True,False
1083,414,0,False,True
1084,590,100,True,False
1085,97,0,True,False
1086,163,50,False,False
1087,843,75,True,False
1088,437,100,False,False
1089,196,100,True,False
1090,628,0,False,False
1091,161,75,False,False
1092,255,75,True,False
1093,70,100,True,True
1094,412,100,False,True
1095,714,100,False,False
1096,36,50,False,False
1097,305,0,False,False
1098,730,50,True,False
1099,990,100,True,False
1100,470,75,False,False
1101,309,0,False,False
1102,197,0,False,False
1103,898,100,True,False
1104,481,100,True,False
1105,336,100,False,False
1106,839,100,False,False
1107,704,100,False,False
1108,789,100,True,False
1109,291,0,True,False
1110,430,50,False,False
1111,598,75,False,True
1112,883,100,False,False
1113,432,75,True,False
1114,534,0,False,False
1115,646,75,False,False
1116,510,0,True,False
1117,505,25,False,False
1118,888,50,True,False
1119,673,25,False,False
1120,807,0,True,False
1121,555,25,True,False
1122,409,0,True,False
1123,402,25,False,False
1124,41,0,False,False
1125,384,50,True,False
1126,886,50,False,False
1127,291,50,True,False
1128,792,0,True,False
1129,183,75,True,False
1130,764,25,False,False
1131,872,25,True,False
1132,40,25,False,False
1133,599,25,False,False
1134,225,50,True,False
1135,285,75,False,False
1136,138,25,False,False
1137,335,75,False,False
1138,138,0,True,False
1139,474,0,False,False
1140,488,25,True,True
1141,576,100,True,False
1142,629,50,False,False
1143,925,25,True,False
1144,610,50,False,True
1145,146,25,True,False
1146,898,50,False,True
1147,409,100,False,False
1148,510,100,True,False
1149,85,0,True,False
1150,563,25,True,False
1151,607,100,True,False
1152,790,100,True,False
1153,9,25,False,True
1154,859,25,False,False
1155,89,0,True,False
1156,89,100,True,True
1157,219,50,False,False
1158,842,25,False,False
1159,350,25,False,False
1160,891,25,True,True
1161,900,25,False,False
1162,405,100,True,False
1163,892,50,True,False
1164,798,0,True,False
1165,161,75,False,False
1166,43,100,True,False
1167,474,100,False,False
1168,758,75,True,False
1169,258,75,False,False
1170,855,25,False,False
1171,159,50,True,False
1172,132,100,True,False
1173,559,100,True,False
1174,852,0,False,False
1175,601,75,False,False
1176,45,75,False,False
1177,321,100,False,True
1178,194,75,True,False
1179,518,25,False,False
1180,263,0,True,True
1181,435,100,False,False
1182,708,0,False,False
1183,530,25,True,False
1184,887,0,True,False
1185,297,75,False,False
1186,501,100,False,False
1187,619,0,True,False
1188,69,50,False,False
1189,25,100,False,True
1190,568,0,True,False
1191,513,100,True,True
1192,994,0,True,False
1193,183,0,False,False
1194,899,75,True,True
1195,54,0,True,False
1196,81,50,True,True
1197,160,75,False,False
1198,984,50,True,False
1199,386,50,False,False
1200,449,25,False,False
1201,738,50,True,False
1202,264,0,False,False
1203,621,100,True,False
1204,954,75,False,False
1205,309,75,True,True
1206,44,75,False,False
1207,201,100,False,False
1208,284,50,False,False
1209,147,25,True,False
1210,440,0,True,False
1211,404,75,False,False
1212,711,0,True,True
1213,746,50,False,False
1214,184,25,True,False
1215,547,75,True,False
1216,915,50,False,True
1217,209,25,True,False
1218,872,75,True,False
1219,575,50,False,False
1220,82,0,False,False
1221,263,100,True,False
1222,767,75,False,False
1223,923,25,True,False
1224,39,25,True,True
1225,286,100,True,False
1226,23,100,True,False
1227,596,50,True,False
1228,919,100,False,True
1229,474,75,False,False
1230,303,100,True,False
1231,206,75,True,False
1232,432,0,False,False
1233,95,100,False,False
1234,475,0,False,False
1235,575,25,True,True
1236,376,100,False,False
1237,137,25,False,False
1238,151,0,True,False
1239,629,25,False,True
1240,703,0,False,False
1241,202,50,False,False
1242,943,0,True,False
1243,250,50,True,False
1244,599,25,True,True
1245,74,0,False,False
1246,322,50,False,True
1247,549,0,False,True
1248,637,75,True,False
1249,1000,75,True,True
1250,998,25,False,False
1251,166,75,False,False
1252,1,100,False,False
1253,944,50,True,False
1254,338,100,False,False
1255,291,75,False,False
1256,71,25,False,False
1257,108,100,True,False
1258,490,25,False,True
1259,598,0,True,False
1260,181,100,True,False
1261,25,0,False,False
1262,810,100,True,True
1263,151,50,True,False
1264,265,25,False,False
1265,923,0,True,False
1266,203,75,False,False
1267,563,100,False,False
1268,475,0,False,False
1269,1000,100,False,False
1270,220,100,True,False
1271,569,100,True,True
1272,82,0,True,False
1273,164,0,False,False
1274,930,100,False,True
1275,269,75,True,False
1276,183,25,False,False
1277,942,100,False,False
1278,180,75,True,True
1279,990,25,True,False
1280,796,100,False,False
1281,598,25,False,False
1282,472,100,False,False
1283,111,0,True,False
1284,670,100,False,True
1285,45,100,True,False
1286,550,100,True,False
1287,532,100,True,False
1288,966,75,False,False
1289,609,50,True,False
1290,431,75,True,False
1291,358,75,True,False
1292,59,0,False,False
1293,975,100,True,False
1294,975,75,False,True
1295,224,25,False,False
1296,910,100,False,False
1297,810,0,True,True
1298,189,0,True,False
1299,59,25,False,False
1300,8,0,True,False
1301,484,100,False,False
1302,825,50,False,False
1303,406,50,False,False
1304,614,75,False,False
1305,852,0,True,False
1306,472,100,True,False
1307,21,25,True,False
1308,384,25,True,False
1309,412,100,False,True
1310,305,100,False,False
1311,919,25,True,False
1312,728,0,False,False
1313,310,75,True,False
1314,231,75,False,False
1315,236,75,False,True
1316,663,100,True,False
1317,580,25,False,False
1318,46,25,False,False
1319,964,25,True,False
1320,222,25,True,False
1321,752,25,True,False
1322,156,50,False,False
1323,95,100,False,True
1324,609,100,False,True
1325,818,50,True,True
1326,83,75,False,False
1327,245,0,True,False
1328,575,100,False,False
1329,10,100,False,False
1330,89,50,False,True
1331,677,100,True,False
1332,909,100,False,True
1333,326,75,False,False
1334,286,50,True,False
1335,215,100,False,False
1336,996,25,False,False
1337,848,50,False,False
1338,72,75,True,False
1339,208,0,False,False
1340,139,100,False,False
1341,758,25,True,False
1342,379,25,True,False
1343,641,0,False,False
1344,982,50,True,True
1345,402,75,False,False
1346,612,100,True,False
1347,523,100,False,False
1348,340,100,True,False
1349,906,25,True,False
1350,176,50,False,False
1351,829,0,True,False
1352,906,50,True,False
1353,357,75,True,False
1354,378,75,True,False
1355,316,0,False,False
1356,882,25,False,False
1357,662,0,False,True
1358,75,75,False,False
