session_id,user_id,login_time,duration_minutes,ip_address,device_type,module_accessed
253,155,2024-12-24 10:03:06,26,63.102.120.225,Mobile,Quiz
254,567,2025-02-09 23:05:47,11,78.54.166.44,Tablet,Quiz
255,694,2024-08-19 02:11:18,2,60.58.99.194,Tablet,Assignment
256,722,2024-10-01 11:35:52,7,185.93.137.172,Tablet,Assignment
257,888,2025-04-06 10:46:46,6,137.148.194.245,Tablet,Video
258,471,2024-09-22 12:20:41,16,180.38.205.73,Mobile,Quiz
259,75,2024-12-09 08:48:26,32,42.187.190.74,Tablet,Forum
260,277,2025-04-06 10:54:41,9,217.54.149.226,Tablet,Forum
261,940,2025-05-01 00:41:02,0,101.35.161.184,Tablet,Assignment
262,645,2025-03-01 10:05:12,21,10.196.23.111,Desktop,Video
263,343,2024-12-04 11:35:28,27,134.198.110.10,Tablet,Assignment
264,425,2025-01-20 03:50:57,98,182.23.243.122,Tablet,Video
265,571,2025-04-29 11:09:05,26,173.2.167.44,Mobile,Forum
266,511,2025-06-24 04:29:48,19,102.146.166.83,Desktop,Video
267,857,2025-05-27 05:42:55,25,208.58.8.209,Mobile,Forum
268,182,2024-09-18 02:25:48,78,133.237.57.180,Desktop,Video
269,458,2024-11-10 19:29:14,52,64.132.244.36,Mobile,Assignment
270,918,2025-05-26 13:32:07,11,215.212.250.199,Mobile,Forum
271,851,2025-05-17 21:11:13,8,63.84.150.147,Tablet,Quiz
272,833,2025-04-07 10:18:41,9,111.105.53.209,Tablet,Quiz
273,64,2024-11-20 08:40:49,21,42.144.84.55,Desktop,Forum
274,839,2025-07-19 08:35:53,40,188.237.198.151,Desktop,Quiz
275,260,2024-12-25 16:51:03,20,9.100.186.118,Desktop,Forum
276,193,2024-08-21 04:56:00,2,139.83.1.4,Tablet,Assignment
277,655,2025-07-16 12:23:58,38,165.153.245.144,Mobile,Assignment
278,616,2025-06-16 16:14:59,49,26.68.100.215,Desktop,Video
279,972,2025-04-02 06:15:14,10,122.231.206.203,Tablet,Quiz
280,406,2025-01-29 13:59:46,32,3.16.1.100,Tablet,Quiz
281,726,2024-12-18 22:36:55,16,28.32.7.10,Mobile,Quiz
282,754,2025-01-24 22:13:09,65,104.133.233.233,Mobile,Forum
283,943,2025-03-18 00:01:26,55,37.198.101.19,Tablet,Assignment
284,721,2025-04-07 15:13:53,22,15.65.214.15,Mobile,Quiz
285,93,2024-10-03 18:22:54,35,47.110.0.82,Mobile,Video
286,430,2025-03-06 10:14:28,64,188.143.82.221,Tablet,Quiz
287,654,2025-04-26 20:52:10,20,75.160.49.210,Desktop,Video
288,434,2025-07-20 21:16:40,11,179.222.168.26,Desktop,Quiz
289,404,2025-02-07 14:34:02,42,139.60.49.223,Tablet,Quiz
290,434,2025-05-22 20:24:08,7,77.195.174.196,Desktop,Assignment
291,112,2025-04-07 14:36:35,14,97.188.248.3,Tablet,Video
292,929,2025-02-14 18:34:05,60,213.244.237.144,Tablet,Quiz
293,375,2024-11-03 09:19:50,38,202.14.252.6,Mobile,Video
294,59,2024-09-13 23:28:09,15,43.10.245.104,Desktop,Video
295,43,2025-04-22 16:50:41,7,107.108.242.138,Tablet,Assignment
296,207,2024-11-28 13:46:55,13,181.122.104.217,Desktop,Assignment
297,780,2025-03-11 09:40:06,10,202.218.172.219,Desktop,Video
298,296,2025-03-08 05:54:57,5,161.52.175.178,Desktop,Assignment
299,118,2024-12-07 21:39:06,40,143.31.20.220,Tablet,Quiz
300,532,2025-03-09 17:02:27,8,5.38.166.221,Mobile,Quiz
301,222,2025-03-22 12:27:12,18,114.170.62.213,Desktop,Assignment
302,166,2025-06-13 00:16:11,14,55.70.188.8,Tablet,Video
303,643,2024-12-29 12:36:51,120,143.166.60.39,Desktop,Quiz
304,156,2024-08-20 22:58:01,14,163.64.64.127,Mobile,Forum
305,184,2024-08-12 03:56:20,2,51.183.71.63,Desktop,Video
306,90,2024-08-06 04:19:57,2,120.250.45.54,Tablet,Video
307,94,2025-06-21 14:40:31,26,30.209.30.237,Desktop,Forum
308,13,2025-05-06 08:04:57,27,191.199.125.102,Desktop,Forum
309,973,2024-09-25 12:49:52,16,118.74.16.37,Desktop,Video
310,834,2024-10-23 16:48:35,16,33.64.121.231,Mobile,Forum
311,805,2024-09-01 04:59:28,1,144.180.216.106,Desktop,Assignment
312,945,2025-04-10 01:51:03,21,223.240.147.221,Tablet,Assignment
313,742,2024-09-04 23:12:55,21,135.116.99.243,Desktop,Video
314,834,2025-02-04 16:13:49,4,99.147.25.227,Desktop,Assignment
315,804,2025-07-23 12:51:37,3,156.21.59.215,Desktop,Quiz
316,438,2025-04-15 12:54:42,3,75.40.59.101,Mobile,Assignment
317,538,2025-01-26 17:39:36,3,21.47.214.121,Tablet,Assignment
318,587,2024-11-28 09:53:35,28,79.198.123.67,Desktop,Forum
319,968,2025-05-16 20:02:13,6,157.252.21.157,Tablet,Assignment
320,876,2024-10-23 15:13:39,8,191.237.42.117,Tablet,Video
321,936,2025-05-21 10:20:17,5,182.219.7.245,Mobile,Assignment
322,811,2025-06-04 17:27:08,94,26.117.198.69,Tablet,Assignment
323,150,2025-07-16 22:43:44,57,79.141.193.247,Desktop,Video
324,660,2025-05-06 05:56:04,7,65.204.9.57,Mobile,Video
325,8,2025-05-30 16:44:40,11,161.147.175.226,Mobile,Forum
326,29,2024-10-25 14:36:04,7,87.80.207.112,Tablet,Quiz
327,296,2024-09-04 15:51:53,20,35.121.127.94,Mobile,Assignment
328,986,2025-07-10 03:51:35,0,5.98.217.117,Tablet,Quiz
329,926,2025-07-02 18:24:16,33,66.216.134.74,Tablet,Forum
330,721,2024-10-01 06:56:51,22,123.233.92.56,Mobile,Video
331,640,2025-05-04 12:08:30,68,157.204.108.100,Desktop,Video
332,340,2025-07-07 07:37:08,5,15.3.144.53,Tablet,Video
333,628,2024-12-21 21:05:11,48,45.122.60.146,Mobile,Forum
334,439,2025-05-15 05:51:54,47,151.210.2.31,Mobile,Assignment
335,144,2025-01-04 20:22:34,4,150.223.14.98,Tablet,Forum
336,942,2025-07-18 22:20:05,15,99.39.158.192,Tablet,Video
337,830,2024-08-19 17:08:24,5,209.75.68.48,Tablet,Assignment
338,747,2024-08-18 18:22:02,8,103.28.206.40,Tablet,Video
339,519,2025-03-20 08:31:27,9,192.222.62.169,Desktop,Video
340,976,2024-10-30 23:50:52,24,210.159.211.44,Desktop,Forum
341,45,2024-09-08 04:08:31,15,165.33.186.30,Desktop,Forum
342,955,2024-08-09 05:55:57,88,68.64.9.46,Desktop,Quiz
343,239,2025-06-19 13:56:04,4,42.110.171.115,Mobile,Video
344,952,2025-05-12 23:04:10,109,200.95.208.157,Tablet,Assignment
345,944,2024-08-23 00:28:32,7,73.140.190.167,Mobile,Video
346,155,2025-01-13 04:30:45,44,138.183.254.80,Mobile,Assignment
347,181,2025-05-18 04:07:30,12,187.36.216.11,Desktop,Quiz
348,215,2024-12-18 02:06:14,4,133.235.28.131,Mobile,Video
349,88,2025-03-18 06:28:09,58,62.151.10.50,Desktop,Assignment
350,256,2025-03-27 21:15:22,11,124.197.122.206,Tablet,Assignment
351,511,2025-06-17 04:52:07,32,76.144.182.174,Desktop,Quiz
352,73,2024-08-06 03:45:04,25,221.76.119.171,Tablet,Forum
353,931,2025-07-19 09:17:13,19,199.42.80.208,Desktop,Quiz
354,179,2024-10-01 07:35:36,20,101.255.238.86,Mobile,Assignment
355,212,2024-11-27 10:35:24,39,71.94.242.151,Mobile,Quiz
356,805,2024-09-05 12:38:32,2,104.198.80.87,Desktop,Forum
357,234,2025-04-23 01:45:53,33,137.182.226.119,Tablet,Video
358,465,2025-01-16 06:54:09,67,74.18.234.136,Tablet,Quiz
359,751,2024-12-19 08:55:33,1,93.118.73.218,Desktop,Quiz
360,223,2024-09-15 10:50:17,4,40.239.199.220,Mobile,Video
361,631,2025-03-30 06:07:42,37,69.182.13.102,Tablet,Quiz
362,825,2025-03-05 13:10:59,17,88.124.57.113,Desktop,Forum
363,264,2025-02-26 19:49:44,15,40.73.196.195,Tablet,Assignment
364,207,2024-10-11 06:49:44,4,209.86.216.42,Mobile,Quiz
365,607,2024-10-09 17:23:33,21,66.10.239.27,Tablet,Video
366,885,2024-10-31 18:35:33,4,26.249.91.16,Desktop,Video
367,734,2025-02-01 10:34:51,19,156.2.62.120,Tablet,Quiz
368,366,2025-01-11 15:06:11,43,205.149.103.129,Tablet,Video
369,276,2025-04-15 08:30:02,8,214.217.209.164,Mobile,Assignment
370,380,2024-11-13 19:42:54,19,76.81.3.13,Mobile,Assignment
371,743,2024-10-21 06:56:57,144,26.203.69.4,Mobile,Video
372,309,2024-10-11 20:25:17,34,101.6.221.141,Mobile,Quiz
373,631,2025-05-09 22:32:41,55,157.36.88.6,Desktop,Quiz
374,268,2024-09-26 15:57:12,16,147.75.52.139,Tablet,Video
375,945,2025-01-10 06:55:46,43,179.80.238.246,Tablet,Assignment
376,785,2025-06-06 18:41:12,1,108.131.65.155,Tablet,Assignment
377,64,2025-02-15 23:25:14,3,105.113.13.47,Tablet,Quiz
378,810,2025-06-04 18:32:25,6,57.68.34.219,Desktop,Assignment
379,350,2025-05-28 12:32:31,15,136.255.198.44,Mobile,Forum
380,925,2024-10-08 09:29:45,56,208.71.157.161,Tablet,Assignment
381,915,2024-08-28 02:55:04,12,148.231.168.101,Tablet,Quiz
382,494,2025-03-08 18:48:30,31,192.0.166.110,Mobile,Assignment
383,523,2024-08-04 03:07:50,37,152.9.115.223,Mobile,Assignment
384,98,2025-03-27 00:57:07,26,76.100.211.72,Tablet,Video
